Date,P/E,P/B,nifty
2-Jun-04,12.36,2.94,1535.2
3-Jun-04,12.04,2.87,1495.1
4-Jun-04,12.25,2.92,1521.1
7-Jun-04,12.42,2.96,1542.55
8-Jun-04,12.48,2.97,1550.55
9-Jun-04,12.47,2.97,1548.3
10-Jun-04,12.44,2.96,1544.75
11-Jun-04,12.14,2.89,1508.45
14-Jun-04,11.84,2.84,1481.35
15-Jun-04,12,2.88,1501
16-Jun-04,12.01,2.87,1494.75
17-Jun-04,12.15,2.9,1512.05
18-Jun-04,11.98,2.86,1491.2
21-Jun-04,11.91,2.84,1482
22-Jun-04,11.85,2.83,1474.7
23-Jun-04,11.62,2.77,1446.1
24-Jun-04,11.82,2.82,1470.75
25-Jun-04,11.96,2.85,1488.5
28-Jun-04,12.71,2.84,1514.35
29-Jun-04,12.74,2.85,1518.3
30-Jun-04,12.64,2.83,1505.6
1-Jul-04,12.9,2.89,1537.2
2-Jul-04,12.9,2.89,1537.5
5-Jul-04,12.72,2.87,1526.85
6-Jul-04,12.98,2.93,1558.25
7-Jul-04,13.05,2.94,1566.8
8-Jul-04,12.64,2.85,1518.15
9-Jul-04,12.94,2.92,1553.2
12-Jul-04,12.97,2.83,1556.95
13-Jul-04,12.82,2.8,1539.3
14-Jul-04,12.68,2.77,1522.75
15-Jul-04,12.82,2.8,1539.4
16-Jul-04,12.98,2.83,1558.8
19-Jul-04,13.09,2.86,1571.6
20-Jul-04,13.05,2.85,1566.1
21-Jul-04,13.17,2.88,1581.4
22-Jul-04,13.31,2.91,1598.1
23-Jul-04,13.34,2.91,1601.6
26-Jul-04,13.51,2.95,1618
27-Jul-04,13.37,2.92,1600.75
28-Jul-04,13.31,2.91,1594.15
29-Jul-04,13.52,2.93,1618.7
30-Jul-04,13.63,2.95,1632.3
2-Aug-04,13.69,2.96,1639.05
3-Aug-04,13.62,2.95,1630.6
4-Aug-04,13.58,2.94,1626.55
5-Aug-04,13.82,2.99,1654.95
6-Aug-04,13.64,2.95,1633.4
9-Aug-04,13.72,2.97,1642.6
10-Aug-04,13.8,2.99,1652.15
11-Aug-04,13.55,2.93,1621.6
12-Aug-04,13.43,2.91,1607.2
13-Aug-04,13.36,2.89,1598.2
16-Aug-04,13.36,2.89,1599.15
17-Aug-04,13.41,2.9,1604.35
18-Aug-04,13.22,2.86,1581.8
19-Aug-04,13.45,2.91,1609.2
20-Aug-04,13.29,2.87,1590.35
23-Aug-04,13.19,2.85,1578.2
24-Aug-04,13.3,2.88,1591.6
25-Aug-04,13.34,2.88,1595.7
26-Aug-04,13.46,2.91,1610.75
27-Aug-04,13.45,2.91,1609
30-Aug-04,13.61,2.94,1628.45
31-Aug-04,13.64,2.95,1631.75
1-Sep-04,13.67,2.96,1635.45
2-Sep-04,13.62,2.94,1629.3
3-Sep-04,13.66,2.95,1634.1
6-Sep-04,13.74,2.97,1644
7-Sep-04,13.79,2.98,1650.15
8-Sep-04,13.84,2.99,1656.25
9-Sep-04,13.78,2.98,1649
10-Sep-04,13.95,3.02,1668.75
13-Sep-04,14,3.03,1675.2
14-Sep-04,14.09,3.05,1685.55
15-Sep-04,14.07,3.04,1683.2
16-Sep-04,14.25,3.08,1705.7
17-Sep-04,14.49,3.13,1733.65
20-Sep-04,14.45,3.13,1728.8
21-Sep-04,14.63,3.16,1750.2
22-Sep-04,14.66,3.17,1753.9
23-Sep-04,14.42,3.12,1726.15
24-Sep-04,14.39,3.11,1722.5
27-Sep-04,14.35,3.1,1717.5
28-Sep-04,14.21,3.07,1700.25
29-Sep-04,14.44,3.12,1727.95
30-Sep-04,14.59,3.16,1745.5
1-Oct-04,14.84,3.21,1775.15
4-Oct-04,15.09,3.11,1805.65
5-Oct-04,15.15,3.13,1812.45
6-Oct-04,15,3.1,1794.9
7-Oct-04,15.17,3.13,1815.7
8-Oct-04,15.21,3.14,1820.2
9-Oct-04,15.19,3.14,1817.8
11-Oct-04,15.11,3.12,1807.75
12-Oct-04,14.93,3.08,1786.9
14-Oct-04,15,3.1,1794.75
15-Oct-04,15,3.1,1795
18-Oct-04,14.93,3.08,1786
19-Oct-04,15.11,3.12,1808.4
20-Oct-04,14.96,3.09,1790.05
21-Oct-04,14.87,3.07,1779.75
25-Oct-04,14.69,3.03,1757.25
26-Oct-04,14.89,3.07,1781.05
27-Oct-04,14.91,3.08,1783.85
28-Oct-04,15.04,3.1,1800.1
29-Oct-04,14.93,3.08,1786.9
1-Nov-04,15.03,3.1,1797.75
2-Nov-04,15.16,3.13,1813.7
3-Nov-04,15.36,3.17,1837.4
4-Nov-04,15.34,3.17,1834.85
5-Nov-04,15.48,3.2,1852.3
8-Nov-04,15.57,3.21,1862.8
9-Nov-04,15.54,3.21,1858.75
10-Nov-04,15.68,3.24,1876.1
11-Nov-04,15.64,3.23,1870.55
12-Nov-04,15.66,3.23,1872.95
16-Nov-04,15.71,3.24,1879
17-Nov-04,15.79,3.26,1888.65
18-Nov-04,15.82,3.26,1892.05
19-Nov-04,15.65,3.23,1872.35
22-Nov-04,15.66,3.23,1873.35
23-Nov-04,15.84,3.27,1892.6
24-Nov-04,15.93,3.29,1904.05
25-Nov-04,15.91,3.28,1901.05
29-Nov-04,16.23,3.35,1939.65
30-Nov-04,16.39,3.38,1958.8
1-Dec-04,16.42,3.39,1962.05
2-Dec-04,16.73,3.45,1999
3-Dec-04,16.71,3.45,1996.2
6-Dec-04,16.68,3.44,1993.15
7-Dec-04,16.68,3.44,1992.7
8-Dec-04,16.56,3.42,1977.95
9-Dec-04,16.66,3.44,1989.95
10-Dec-04,16.54,3.41,1969
13-Dec-04,16.68,3.44,1985.35
14-Dec-04,16.86,3.47,2006.8
15-Dec-04,17.04,3.51,2028.7
16-Dec-04,17.08,3.52,2033.2
17-Dec-04,16.91,3.48,2012.1
20-Dec-04,14.92,3.51,2026.85
21-Dec-04,15.05,3.54,2044.65
22-Dec-04,14.98,3.53,2035.35
23-Dec-04,15.06,3.55,2045.15
24-Dec-04,15.19,3.58,2062.7
27-Dec-04,15.19,3.58,2062.6
28-Dec-04,15.25,3.59,2071.35
29-Dec-04,15.24,3.59,2069.6
30-Dec-04,15.17,3.57,2059.8
31-Dec-04,15.32,3.61,2080.5
3-Jan-05,15.57,3.67,2115
4-Jan-05,15.49,3.65,2103.75
5-Jan-05,14.96,3.52,2032.2
6-Jan-05,14.71,3.47,1998.35
7-Jan-05,14.84,3.49,2015.5
10-Jan-05,14.58,3.44,1982
11-Jan-05,14.37,3.39,1952.05
12-Jan-05,14.05,3.32,1913.6
13-Jan-05,14.35,3.39,1954.55
14-Jan-05,14.18,3.35,1931.1
17-Jan-05,14.17,3.35,1932.9
18-Jan-05,14.19,3.36,1934.05
19-Jan-05,14.12,3.34,1926.65
20-Jan-05,14.09,3.34,1925.3
24-Jan-05,13.6,3.31,1909
25-Jan-05,13.74,3.35,1931.85
27-Jan-05,13.84,3.39,1955
28-Jan-05,14.34,3.49,2008.3
31-Jan-05,14.68,3.57,2057.6
1-Feb-05,14.34,3.58,2059.85
2-Feb-05,14.24,3.56,2052.25
3-Feb-05,14.42,3.61,2079.45
4-Feb-05,14.41,3.61,2077.95
7-Feb-05,14.26,3.57,2055.1
8-Feb-05,14.26,3.57,2055.15
9-Feb-05,14.36,3.59,2070
10-Feb-05,14.31,3.58,2063.35
11-Feb-05,14.48,3.61,2082.05
14-Feb-05,14.59,3.64,2098.25
15-Feb-05,14.53,3.63,2089.95
16-Feb-05,14.39,3.59,2068.8
17-Feb-05,14.34,3.58,2061.9
18-Feb-05,14.29,3.57,2055.55
21-Feb-05,14.21,3.55,2043.2
22-Feb-05,14.31,3.57,2058.4
23-Feb-05,14.3,3.57,2057.1
24-Feb-05,14.29,3.57,2055.3
25-Feb-05,14.71,3.84,2060.9
28-Feb-05,15.02,3.92,2103.25
1-Mar-05,14.88,3.89,2084.4
2-Mar-05,14.94,3.9,2093.25
3-Mar-05,15.2,3.97,2128.85
4-Mar-05,15.34,4.01,2148.15
7-Mar-05,15.42,4.03,2160.1
8-Mar-05,15.48,4.05,2168.95
9-Mar-05,15.43,4.03,2160.8
10-Mar-05,15.47,4.04,2167.4
11-Mar-05,15.38,4.02,2154
14-Mar-05,15.32,4,2146.35
15-Mar-05,15.2,3.97,2128.95
16-Mar-05,15.17,3.96,2125.55
17-Mar-05,14.98,3.91,2098.5
18-Mar-05,15.06,3.93,2109.15
21-Mar-05,14.97,3.91,2096.6
22-Mar-05,14.72,3.85,2061.6
23-Mar-05,14.47,3.78,2026.4
24-Mar-05,14.39,3.76,2015.4
28-Mar-05,14.54,3.8,2029.45
29-Mar-05,14.21,3.71,1983.85
30-Mar-05,14.3,3.74,1993.7
31-Mar-05,14.6,3.82,2035.65
1-Apr-05,14.84,3.88,2067.65
4-Apr-05,14.81,3.86,2063.4
5-Apr-05,14.71,3.84,2052.55
6-Apr-05,14.83,3.87,2069.3
7-Apr-05,14.71,3.84,2052.85
8-Apr-05,14.56,3.8,2031.2
11-Apr-05,14.39,3.76,2008.2
12-Apr-05,14.65,3.82,2024.95
13-Apr-05,14.52,3.79,2025.45
15-Apr-05,13.95,3.66,1956.3
18-Apr-05,13.75,3.61,1927.8
19-Apr-05,13.64,3.57,1909.4
20-Apr-05,13.78,3.61,1929.7
21-Apr-05,13.87,3.65,1948.55
22-Apr-05,13.97,3.68,1967.35
25-Apr-05,13.99,3.69,1970.95
26-Apr-05,13.85,3.66,1957.1
27-Apr-05,13.51,3.62,1935.4
28-Apr-05,13.55,3.63,1941.3
29-Apr-05,13.27,3.56,1902.5
2-May-05,13.32,3.59,1916.75
3-May-05,13.35,3.59,1920.7
4-May-05,13.5,3.63,1942.6
5-May-05,13.64,3.67,1963.3
6-May-05,13.71,3.7,1977.5
9-May-05,13.87,3.74,2000.75
10-May-05,13.82,3.73,1994.3
11-May-05,13.76,3.72,1985.95
12-May-05,13.81,3.73,1993.15
13-May-05,13.78,3.72,1988.3
16-May-05,13.97,3.77,2012.6
17-May-05,13.8,3.73,1990.8
18-May-05,13.74,3.72,1982.75
19-May-05,13.74,3.73,1990.85
20-May-05,13.73,3.73,1992.4
23-May-05,13.88,3.77,2013.9
24-May-05,13.98,3.8,2028.6
25-May-05,13.75,3.83,2043.85
26-May-05,13.95,3.89,2074.7
27-May-05,13.97,3.89,2076.4
30-May-05,13.86,3.88,2072.4
31-May-05,13.94,3.91,2087.55
1-Jun-05,13.93,3.91,2087.55
2-Jun-05,13.77,3.87,2064.65
3-Jun-05,13.97,3.93,2094.25
4-Jun-05,13.96,3.92,2092.35
6-Jun-05,13.96,3.92,2092.8
7-Jun-05,14,3.93,2098.15
8-Jun-05,14.09,3.96,2112.4
9-Jun-05,13.97,3.94,2103.2
10-Jun-05,13.89,3.92,2090.6
13-Jun-05,13.9,3.79,2102.75
14-Jun-05,13.96,3.81,2112.35
15-Jun-05,14.07,3.84,2128.65
16-Jun-05,14.04,3.83,2123.7
17-Jun-05,14.04,3.83,2123.4
20-Jun-05,13.82,3.87,2144.35
21-Jun-05,13.99,3.92,2170
22-Jun-05,14.1,3.95,2187.35
23-Jun-05,14.08,3.94,2183.85
24-Jun-05,14.14,3.96,2194.35
27-Jun-05,14.18,3.94,2199.8
28-Jun-05,13.99,3.89,2169.85
29-Jun-05,14.13,3.93,2191.65
30-Jun-05,14.31,3.98,2220.6
1-Jul-05,14.26,3.96,2211.9
4-Jul-05,14.38,3.91,2230.65
5-Jul-05,14.25,3.88,2210.75
6-Jul-05,14.36,3.91,2228.2
7-Jul-05,14.05,3.82,2179.4
8-Jul-05,14.16,3.85,2196.2
11-Jul-05,14.3,3.84,2218.85
12-Jul-05,14.29,3.84,2220.8
13-Jul-05,14.17,3.81,2204.05
14-Jul-05,14.04,3.78,2185.1
15-Jul-05,14.21,3.83,2212.55
18-Jul-05,14.31,3.86,2234
19-Jul-05,14.33,3.87,2237.3
20-Jul-05,14.36,3.87,2241.9
21-Jul-05,14.27,3.85,2230.5
22-Jul-05,14.47,3.91,2265.6
25-Jul-05,14.62,3.82,2291.75
26-Jul-05,14.58,3.84,2303.15
27-Jul-05,14.69,3.87,2319.1
29-Jul-05,14.1,3.86,2312.3
1-Aug-05,14.36,3.87,2318.05
2-Aug-05,14.58,3.92,2353.65
3-Aug-05,14.6,3.93,2357
4-Aug-05,14.67,3.95,2367.8
5-Aug-05,14.63,3.94,2361.2
8-Aug-05,14.4,3.87,2324.4
9-Aug-05,14.36,3.86,2318.7
10-Aug-05,14.62,3.93,2360.15
11-Aug-05,14.75,3.96,2380.9
12-Aug-05,14.63,3.93,2361.55
16-Aug-05,14.68,3.95,2369.8
17-Aug-05,14.89,3.92,2403.15
18-Aug-05,14.8,3.89,2388.45
19-Aug-05,14.77,3.89,2383.45
22-Aug-05,14.67,3.86,2367.85
23-Aug-05,14.41,3.79,2326.1
24-Aug-05,14.39,3.78,2322.5
25-Aug-05,14.58,3.84,2354.55
26-Aug-05,14.6,3.84,2357.05
29-Aug-05,14.48,3.81,2337.65
30-Aug-05,14.67,3.86,2367.75
31-Aug-05,14.78,3.89,2384.65
1-Sep-05,14.92,3.92,2405.75
2-Sep-05,14.98,3.94,2415.8
5-Sep-05,15.02,3.93,2422.95
6-Sep-05,15.06,3.94,2428.65
8-Sep-05,15.22,3.98,2454.45
9-Sep-05,15.23,3.98,2455.45
12-Sep-05,15.41,4.03,2484.15
13-Sep-05,15.51,4.05,2500.35
14-Sep-05,15.46,4.04,2492.45
15-Sep-05,15.66,4.09,2523.95
16-Sep-05,15.83,4.14,2552.35
19-Sep-05,15.92,4.07,2567.1
20-Sep-05,15.99,4.09,2578
21-Sep-05,15.93,4.07,2567.3
22-Sep-05,15.36,3.93,2476.5
23-Sep-05,15.37,3.93,2477.75
26-Sep-05,15.88,3.94,2557.35
27-Sep-05,15.99,3.97,2574.85
28-Sep-05,16.13,4,2598.05
29-Sep-05,16.21,4.03,2611.2
30-Sep-05,16.15,4.01,2601.4
3-Oct-05,16.33,4.06,2630.05
4-Oct-05,16.54,4.11,2663.35
5-Oct-05,16.42,4.08,2644.4
6-Oct-05,16.02,3.98,2579.15
7-Oct-05,15.99,3.97,2574.05
10-Oct-05,15.94,3.96,2566.85
11-Oct-05,16,3.99,2589.55
13-Oct-05,15.67,3.91,2537.3
14-Oct-05,15.3,3.83,2484.4
17-Oct-05,15.27,3.8,2485.15
18-Oct-05,15.17,3.78,2468.2
19-Oct-05,14.81,3.69,2412.45
20-Oct-05,14.69,3.67,2395.45
21-Oct-05,15.02,3.74,2443.75
24-Oct-05,14.72,3.67,2394.85
25-Oct-05,14.81,3.7,2418.2
26-Oct-05,14.58,3.69,2408.5
27-Oct-05,14.01,3.6,2352.9
28-Oct-05,13.74,3.55,2316.05
31-Oct-05,14.23,3.63,2370.95
1-Nov-05,14.32,3.65,2386.75
2-Nov-05,14.52,3.7,2419.05
7-Nov-05,14.77,3.77,2461.6
8-Nov-05,14.96,3.82,2492.65
9-Nov-05,14.94,3.81,2489.1
10-Nov-05,15.01,3.83,2500.7
11-Nov-05,15.29,3.9,2548.65
14-Nov-05,15.36,3.92,2558.7
16-Nov-05,15.5,3.96,2582.75
17-Nov-05,15.63,3.99,2603.95
18-Nov-05,15.73,4.01,2620.05
21-Nov-05,15.65,3.99,2602.5
22-Nov-05,15.47,3.95,2572.85
23-Nov-05,15.68,4,2608.6
24-Nov-05,15.84,4.04,2635
25-Nov-05,16.02,4.09,2664.3
26-Nov-05,16.13,4.12,2683.45
28-Nov-05,16.31,4.15,2712
29-Nov-05,16.22,4.13,2698.3
30-Nov-05,15.95,4.06,2652.25
1-Dec-05,16.23,4.13,2698.95
2-Dec-05,16.22,4.13,2697.95
5-Dec-05,16,4.08,2660.5
6-Dec-05,16.01,4.08,2662.3
7-Dec-05,16.2,4.13,2693
8-Dec-05,16.28,4.15,2706.7
9-Dec-05,16.58,4.22,2756.45
12-Dec-05,16.7,4.25,2776.2
13-Dec-05,16.91,4.31,2812.3
14-Dec-05,16.87,4.3,2804.55
15-Dec-05,16.71,4.26,2778.55
16-Dec-05,16.9,4.3,2810.15
19-Dec-05,17.2,4.38,2842.6
20-Dec-05,17.1,4.35,2826.2
21-Dec-05,17.08,4.35,2822.9
22-Dec-05,17.15,4.37,2835.25
23-Dec-05,16.97,4.32,2804.85
26-Dec-05,16.64,4.24,2749.6
27-Dec-05,16.98,4.32,2805.9
28-Dec-05,16.91,4.31,2794.05
29-Dec-05,17.07,4.35,2821.95
30-Dec-05,17.16,4.37,2836.55
2-Jan-06,17.16,4.37,2835.95
3-Jan-06,17.45,4.44,2883.35
4-Jan-06,17.58,4.48,2904.4
5-Jan-06,17.55,4.47,2899.85
6-Jan-06,17.64,4.49,2914
9-Jan-06,17.62,4.49,2910.1
10-Jan-06,17.37,4.43,2870.8
12-Jan-06,17.28,4.4,2850.7
13-Jan-06,17.25,4.4,2850.55
16-Jan-06,17.14,4.37,2833.1
17-Jan-06,17.12,4.36,2829.1
18-Jan-06,16.53,4.24,2809.2
19-Jan-06,16.87,4.33,2870.85
20-Jan-06,16.91,4.38,2900.95
23-Jan-06,16.83,4.35,2884.05
24-Jan-06,16.86,4.39,2908
25-Jan-06,17.02,4.44,2940.35
27-Jan-06,17.42,4.5,2982.75
30-Jan-06,17.91,4.49,2974.5
31-Jan-06,17.9,4.53,3001.1
1-Feb-06,17.73,4.49,2971.55
2-Feb-06,17.7,4.48,2967.45
3-Feb-06,17.54,4.44,2940.6
6-Feb-06,17.9,4.53,3000.45
7-Feb-06,18.02,4.56,3020.1
8-Feb-06,17.95,4.54,3008.95
10-Feb-06,18.03,4.57,3027.55
13-Feb-06,18.11,4.59,3041.15
14-Feb-06,17.93,4.56,3017.55
15-Feb-06,17.96,4.56,3022.2
16-Feb-06,17.95,4.56,3021.6
17-Feb-06,17.71,4.5,2981.5
20-Feb-06,17.86,4.54,3005.85
21-Feb-06,18.03,4.58,3035.5
22-Feb-06,18.13,4.61,3050.8
23-Feb-06,18.19,4.62,3062.1
24-Feb-06,18.12,4.61,3050.05
27-Feb-06,18.22,4.63,3067.45
28-Feb-06,18.27,4.64,3074.7
1-Mar-06,18.56,4.72,3123.1
2-Mar-06,18.73,4.76,3150.7
3-Mar-06,18.71,4.75,3147.35
6-Mar-06,18.96,4.82,3190.4
7-Mar-06,18.92,4.81,3182.8
8-Mar-06,18.53,4.71,3116.7
9-Mar-06,18.6,4.73,3129.1
10-Mar-06,18.93,4.81,3183.9
13-Mar-06,19.04,4.84,3202.65
14-Mar-06,19,4.83,3195.35
16-Mar-06,19.18,4.87,3226.6
17-Mar-06,19.25,4.89,3234.05
20-Mar-06,19.44,4.94,3265.65
21-Mar-06,19.42,4.93,3262.3
22-Mar-06,19.28,4.9,3240.15
23-Mar-06,19.33,4.91,3247.15
24-Mar-06,19.52,4.96,3279.8
27-Mar-06,19.77,5.02,3321.65
28-Mar-06,19.79,5.03,3325
29-Mar-06,19.97,5.07,3354.2
30-Mar-06,20.35,5.17,3418.95
31-Mar-06,20.26,5.15,3402.55
3-Apr-06,20.68,5.26,3473.3
4-Apr-06,20.74,5.27,3483.15
5-Apr-06,20.9,5.31,3510.9
7-Apr-06,20.57,5.23,3454.8
10-Apr-06,20.71,5.26,3478.45
12-Apr-06,20.13,5.12,3380
13-Apr-06,19.91,5.06,3345.5
17-Apr-06,20.34,5.18,3425.15
18-Apr-06,20.76,5.32,3518.1
19-Apr-06,20.79,5.35,3535.85
20-Apr-06,21.01,5.41,3573.5
21-Apr-06,21.01,5.41,3573.05
24-Apr-06,20.85,5.37,3548.9
25-Apr-06,20.37,5.24,3462.65
26-Apr-06,20.93,5.38,3555.75
27-Apr-06,20.58,5.31,3508.1
28-Apr-06,20.08,5.31,3508.35
29-Apr-06,20.31,5.39,3557.6
2-May-06,20.46,5.46,3605.45
3-May-06,20.62,5.5,3634.25
4-May-06,20.7,5.52,3648.4
5-May-06,20.77,5.55,3663.95
8-May-06,20.93,5.59,3693.15
9-May-06,21.09,5.63,3720.55
10-May-06,21.28,5.68,3754.25
11-May-06,20.98,5.6,3701.05
12-May-06,20.69,5.53,3650.05
15-May-06,19.86,5.3,3502.95
16-May-06,19.97,5.34,3523.3
17-May-06,20.62,5.51,3635.1
18-May-06,19.26,5.13,3388.9
19-May-06,18.51,4.92,3246.9
22-May-06,17.52,4.67,3081.35
23-May-06,18.19,4.85,3199.35
24-May-06,17.71,4.63,3115.55
25-May-06,18.39,4.73,3177.7
26-May-06,18.28,4.77,3209.6
29-May-06,18.27,4.78,3214.9
30-May-06,18.11,4.74,3185.3
31-May-06,17.46,4.57,3071.05
1-Jun-06,16.78,4.41,2962.25
2-Jun-06,17.51,4.6,3091.35
5-Jun-06,17.09,4.49,3016.65
6-Jun-06,16.64,4.35,2937.3
7-Jun-06,16.21,4.23,2860.45
8-Jun-06,15.44,4.03,2724.35
9-Jun-06,16.24,4.24,2866.3
12-Jun-06,15.73,4.11,2776.85
13-Jun-06,15.09,3.94,2663.3
14-Jun-06,14.92,3.9,2632.8
15-Jun-06,15.91,4.14,2798.8
16-Jun-06,16.43,4.28,2890.35
19-Jun-06,16.58,4.2,2916.9
20-Jun-06,16.27,4.12,2861.3
21-Jun-06,16.62,4.21,2923.45
22-Jun-06,17.03,4.31,2994.75
23-Jun-06,17.3,4.38,3042.7
25-Jun-06,17.34,4.39,3050.3
26-Jun-06,16.73,4.24,2943.2
27-Jun-06,17.36,4.44,2982.45
28-Jun-06,17.57,4.44,2981.1
29-Jun-06,17.67,4.46,2997.9
30-Jun-06,18.44,4.66,3128.2
3-Jul-06,18.57,4.69,3150.95
4-Jul-06,18.5,4.67,3138.65
5-Jul-06,18.84,4.76,3197.1
6-Jul-06,18.6,4.7,3156.4
7-Jul-06,18.13,4.58,3075.85
10-Jul-06,18.52,4.68,3142
11-Jul-06,18.36,4.64,3116.15
12-Jul-06,18.76,4.76,3195.9
13-Jul-06,18.61,4.72,3169.3
14-Jul-06,18.33,4.47,3123.35
17-Jul-06,17.63,4.3,3007.55
18-Jul-06,17.52,4.28,2993.65
19-Jul-06,17,4.19,2932.75
20-Jul-06,17.43,4.32,3023.05
21-Jul-06,16.93,4.21,2945
24-Jul-06,17.13,4.27,2985.85
25-Jul-06,17.44,4.35,3040.5
26-Jul-06,17.58,4.45,3110.15
27-Jul-06,17.83,4.3,3156.15
28-Jul-06,17.57,4.27,3130.8
31-Jul-06,17.64,4.29,3143.2
1-Aug-06,17.67,4.29,3147.8
2-Aug-06,17.86,4.34,3182.1
3-Aug-06,17.9,4.35,3190
4-Aug-06,17.83,4.33,3176.75
7-Aug-06,17.69,4.3,3151.1
8-Aug-06,18.03,4.38,3212.4
9-Aug-06,18.27,4.44,3254.6
10-Aug-06,18.3,4.45,3260.1
11-Aug-06,18.38,4.46,3274.35
14-Aug-06,18.6,4.52,3313.1
16-Aug-06,18.84,4.58,3356.05
17-Aug-06,18.83,4.54,3353.9
18-Aug-06,18.84,4.54,3356.75
21-Aug-06,18.88,4.56,3366
22-Aug-06,18.88,4.55,3364.6
23-Aug-06,18.71,4.52,3335.8
24-Aug-06,18.91,4.56,3370.4
25-Aug-06,19,4.58,3385.95
28-Aug-06,19.08,4.6,3401.1
29-Aug-06,19.22,4.64,3425.7
30-Aug-06,19.25,4.58,3430.35
31-Aug-06,19.15,4.55,3413.9
1-Sep-06,19.68,4.5,3435.45
4-Sep-06,19.92,4.56,3476.85
5-Sep-06,19.9,4.55,3473.75
6-Sep-06,19.92,4.56,3477.25
7-Sep-06,19.79,4.53,3454.55
8-Sep-06,19.89,4.55,3471.45
11-Sep-06,19.29,4.41,3366.15
12-Sep-06,19.42,4.44,3389.9
13-Sep-06,19.81,4.5,3454.55
14-Sep-06,19.91,4.53,3471.6
15-Sep-06,19.95,4.53,3478.6
18-Sep-06,20.03,4.55,3492.75
19-Sep-06,19.83,4.51,3457.35
20-Sep-06,20.09,4.57,3502.8
21-Sep-06,20.38,4.63,3553.05
22-Sep-06,20.33,4.62,3544.05
25-Sep-06,20.21,4.59,3523.45
26-Sep-06,20.83,4.73,3571.75
27-Sep-06,20.87,4.74,3579.3
28-Sep-06,20.83,4.73,3571.75
29-Sep-06,20.92,4.76,3588.4
3-Oct-06,20.82,4.73,3569.6
4-Oct-06,20.5,4.66,3515.35
5-Oct-06,20.79,4.72,3564.9
6-Oct-06,20.82,4.73,3569.7
9-Oct-06,20.82,4.73,3567.15
10-Oct-06,20.83,4.73,3571.05
11-Oct-06,20.68,4.59,3558.55
12-Oct-06,21.04,4.67,3621.05
13-Oct-06,21.36,4.74,3676.05
16-Oct-06,21.64,4.81,3723.95
17-Oct-06,21.47,4.79,3715
18-Oct-06,21.33,4.79,3710.65
19-Oct-06,21.06,4.75,3677.8
20-Oct-06,20.91,4.75,3676.85
21-Oct-06,20.94,4.76,3683.5
23-Oct-06,20.79,4.72,3657.3
26-Oct-06,20.79,4.75,3677.55
27-Oct-06,21.04,4.83,3739.35
30-Oct-06,20.48,4.87,3769.1
31-Oct-06,20.37,4.84,3744.1
1-Nov-06,20.16,4.87,3767.05
2-Nov-06,20.29,4.9,3791.2
3-Nov-06,20.37,4.92,3805.35
6-Nov-06,20.39,4.92,3809.25
7-Nov-06,20.34,4.91,3798.75
8-Nov-06,20.22,4.88,3777.3
9-Nov-06,20.32,4.87,3796.4
10-Nov-06,20.53,4.92,3834.75
13-Nov-06,20.66,4.95,3858.75
14-Nov-06,20.7,4.96,3865.9
15-Nov-06,20.78,4.98,3876.3
16-Nov-06,20.78,4.98,3876.85
17-Nov-06,20.65,4.95,3852.8
20-Nov-06,20.67,4.95,3856.15
21-Nov-06,21,5.03,3918.25
22-Nov-06,21.2,5.08,3954.75
23-Nov-06,21.14,5.07,3945.45
24-Nov-06,21.17,5.08,3950.85
27-Nov-06,21.25,5.1,3968.9
28-Nov-06,21,5.04,3921.75
29-Nov-06,21.03,5.05,3928.2
30-Nov-06,21.18,5.08,3954.5
1-Dec-06,21.41,5.14,3997.6
4-Dec-06,21.43,5.11,4001
5-Dec-06,21.51,5.13,4015.75
6-Dec-06,21.51,5.13,4015.95
7-Dec-06,21.54,5.13,4015.35
8-Dec-06,21.23,5.06,3962
11-Dec-06,20.62,4.92,3849.5
12-Dec-06,19.91,4.75,3716.9
13-Dec-06,20.17,4.81,3765.2
14-Dec-06,20.59,4.91,3843.05
15-Dec-06,20.83,4.97,3888.65
18-Dec-06,21.05,5.02,3928.75
19-Dec-06,20.53,4.9,3832
20-Dec-06,20.45,4.88,3815.55
21-Dec-06,20.54,4.9,3833.5
22-Dec-06,20.74,4.95,3871.15
26-Dec-06,21.12,5.04,3940.5
27-Dec-06,21.3,5.08,3974.25
28-Dec-06,21.28,5.08,3970.55
29-Dec-06,21.26,5.07,3966.4
2-Jan-07,21.48,5.12,4007.4
3-Jan-07,21.57,5.14,4024.05
4-Jan-07,21.38,5.1,3988.8
5-Jan-07,21.35,5.09,3983.4
8-Jan-07,21.08,5.03,3933.4
9-Jan-07,20.97,5,3911.4
10-Jan-07,20.64,4.92,3850.3
11-Jan-07,21.04,5.04,3942.25
12-Jan-07,21.63,5.16,4052.45
15-Jan-07,21.77,5.19,4078.4
16-Jan-07,21.67,5.19,4080.5
17-Jan-07,21.59,5.19,4076.45
18-Jan-07,21.74,5.23,4109.05
19-Jan-07,21.43,5.21,4090.15
22-Jan-07,21.42,5.22,4102.45
23-Jan-07,20.96,5.18,4066.1
24-Jan-07,21.07,5.21,4089.9
25-Jan-07,21.35,5.29,4147.7
29-Jan-07,20.88,5.26,4124.45
31-Jan-07,19.85,5.2,4082.7
1-Feb-07,19.95,5.27,4137.2
2-Feb-07,20.12,5.33,4183.5
5-Feb-07,20.27,5.37,4215.35
6-Feb-07,20.18,5.35,4195.9
